time,kind,direction,entry,sl,tp,wave_start,wave_end,wave_start_bar
2025-09-05 02:35:00,MSS,long,3573.6,3572.4,3575.6,3572.4,3575.6,6
2025-09-05 03:15:00,BOS,long,3573.6,3572.0,3576.2,3572.0,3576.2,11
2025-09-05 03:20:00,BOS,long,3573.8,3572.0,3576.6,3572.0,3576.6,11
2025-09-05 04:35:00,MSS,short,3575.2,3577.1,3572.0,3577.1,3572.0,29
2025-09-05 06:00:00,BOS,short,3571.4,3572.9,3569.0,3572.9,3569.0,35
2025-09-05 06:40:00,BOS,short,3568.5,3569.6,3566.6,3569.6,3566.6,43
2025-09-05 07:15:00,MSS,long,3567.9,3566.3,3570.6,3566.3,3570.6,45
2025-09-05 09:00:00,BOS,long,3580.5,3579.0,3583.0,3579.0,3583.0,71
2025-09-05 09:45:00,MSS,short,3583.1,3584.7,3580.4,3584.7,3580.4,80
2025-09-05 10:30:00,BOS,short,3581.3,3584.6,3576.0,3584.6,3576.0,85
2025-09-05 10:50:00,MSS,long,3579.5,3578.1,3581.8,3578.1,3581.8,93
2025-09-05 11:05:00,BOS,long,3580.4,3578.5,3583.4,3578.5,3583.4,96
2025-09-05 11:30:00,BOS,long,3584.4,3583.0,3586.6,3583.0,3586.6,101
2025-09-05 11:45:00,BOS,long,3584.8,3583.0,3587.7,3583.0,3587.7,101
2025-09-05 12:35:00,BOS,long,3588.1,3587.2,3589.5,3587.2,3589.5,114
2025-09-05 13:20:00,MSS,short,3587.5,3588.6,3585.7,3588.6,3585.7,123
2025-09-05 13:35:00,MSS,long,3587.3,3585.7,3590.0,3585.7,3590.0,124
2025-09-05 13:50:00,MSS,short,3587.9,3589.0,3586.1,3589.0,3586.1,129
2025-09-05 14:05:00,BOS,short,3587.0,3588.9,3584.0,3588.9,3584.0,132
2025-09-05 15:10:00,BOS,short,3582.2,3583.9,3579.5,3583.9,3579.5,143
2025-09-05 16:05:00,BOS,short,3579.8,3581.9,3576.3,3581.9,3576.3,153
2025-09-05 16:45:00,BOS,short,3576.6,3577.2,3575.6,3577.2,3575.6,164
2025-09-05 17:25:00,BOS,short,3577.1,3578.1,3575.5,3578.1,3575.5,171
2025-09-05 17:40:00,MSS,long,3576.4,3574.8,3579.1,3574.8,3579.1,175
2025-09-05 18:25:00,BOS,long,3579.1,3578.5,3580.0,3578.5,3580.0,183
2025-09-05 18:35:00,MSS,short,3578.9,3580.0,3577.1,3580.0,3577.1,185
2025-09-05 19:00:00,MSS,long,3578.4,3576.8,3581.1,3576.8,3581.1,188
2025-09-05 19:25:00,MSS,short,3580.1,3582.5,3576.2,3582.5,3576.2,194
2025-09-05 19:55:00,MSS,long,3577.0,3575.1,3580.2,3575.1,3580.2,202
2025-09-05 20:05:00,BOS,long,3577.7,3575.1,3582.0,3575.1,3582.0,204
2025-09-05 20:30:00,BOS,long,3590.6,3576.0,3614.2,3576.0,3614.2,208
2025-09-05 21:45:00,BOS,long,3609.4,3602.3,3620.8,3602.3,3620.8,222
2025-09-05 22:00:00,BOS,long,3619.8,3617.2,3624.0,3617.2,3624.0,227
2025-09-05 22:15:00,MSS,short,3620.7,3624.3,3615.0,3624.3,3615.0,229
2025-09-05 23:40:00,MSS,long,3611.9,3607.0,3619.8,3607.0,3619.8,243
2025-09-06 00:05:00,BOS,long,3619.6,3617.0,3623.7,3617.0,3623.7,252
2025-09-06 01:00:00,MSS,short,3623.0,3625.2,3619.4,3625.2,3619.4,262
2025-09-06 01:25:00,MSS,long,3619.9,3617.0,3624.5,3617.0,3624.5,265
2025-09-06 02:10:00,MSS,short,3621.8,3623.6,3618.8,3623.6,3618.8,276
2025-09-06 02:30:00,BOS,short,3619.0,3620.2,3617.0,3620.2,3617.0,280
2025-09-06 02:45:00,MSS,long,3618.9,3617.0,3622.0,3617.0,3622.0,282
2025-09-06 03:35:00,MSS,short,3618.3,3619.5,3616.4,3619.5,3616.4,292
2025-09-06 04:00:00,BOS,short,3615.5,3618.9,3609.9,3618.9,3609.9,298
2025-09-06 04:45:00,BOS,short,3612.4,3612.9,3611.6,3612.9,3611.6,308
2025-09-08 07:10:00,BOS,short,3602.9,3605.1,3599.3,3605.1,3599.3,325
2025-09-08 07:35:00,MSS,long,3600.5,3599.6,3601.9,3599.6,3601.9,329
2025-09-08 08:00:00,MSS,short,3602.4,3604.6,3598.8,3604.6,3598.8,334
2025-09-08 08:20:00,MSS,long,3599.7,3598.2,3602.0,3598.2,3602.0,337
2025-09-08 08:50:00,BOS,long,3600.7,3599.0,3603.5,3599.0,3603.5,345
2025-09-08 09:00:00,BOS,long,3602.9,3599.0,3609.2,3599.0,3609.2,345
