time,kind,direction,entry,sl,tp,wave_start,wave_end,wave_start_bar
2025-10-07 21:30:00,MSS,long,3966.3,3961.1,3974.7,3961.1,3974.7,6
2025-10-08 10:35:00,BOS,long,3991.7,3985.3,4002.1,3985.3,4002.1,11
2025-10-08 21:15:00,BOS,long,4035.9,4033.0,4040.5,4033.0,4040.5,18
2025-10-09 00:10:00,BOS,long,4042.1,4038.5,4048.0,4038.5,4048.0,20
2025-10-09 03:30:00,MSS,short,4043.7,4048.0,4036.7,4048.0,4036.7,21
2025-10-10 00:35:00,BOS,short,4010.5,4029.4,3980.0,4029.4,3980.0,25
2025-10-10 17:40:00,MSS,long,3972.6,3962.8,3988.5,3962.8,3988.5,32
2025-10-10 22:05:00,MSS,short,3978.7,3982.4,3972.7,3982.4,3972.7,35
2025-10-14 03:05:00,MSS,long,4017.5,3972.7,4090.0,3972.7,4090.0,36
2025-10-14 11:15:00,BOS,long,4127.8,4114.8,4148.9,4114.8,4148.9,39
2025-10-14 14:10:00,MSS,short,4142.8,4168.1,4102.0,4168.1,4102.0,44
2025-10-15 14:50:00,MSS,long,4136.3,4102.0,4191.9,4102.0,4191.9,46
2025-10-17 21:35:00,MSS,short,4287.9,4299.0,4270.0,4299.0,4270.0,57
2025-10-18 00:30:00,BOS,short,4227.4,4244.3,4200.0,4244.3,4200.0,60
2025-10-21 01:15:00,MSS,long,4263.8,4216.4,4340.6,4216.4,4340.6,66
2025-10-21 21:05:00,MSS,short,4285.0,4340.6,4195.0,4340.6,4195.0,67
2025-10-22 11:25:00,BOS,short,4113.7,4117.0,4108.3,4117.0,4108.3,78
2025-10-22 13:50:00,MSS,long,4117.0,4108.3,4131.2,4108.3,4131.2,79
2025-10-22 16:10:00,MSS,short,4115.3,4135.7,4082.2,4135.7,4082.2,82
2025-10-22 16:30:00,MSS,long,4101.6,4097.7,4107.9,4097.7,4107.9,86
2025-10-22 16:40:00,MSS,short,4100.2,4107.9,4087.7,4107.9,4087.7,87
2025-10-22 22:50:00,BOS,short,4046.4,4069.6,4008.8,4069.6,4008.8,90
2025-10-24 15:50:00,MSS,long,4032.6,4008.8,4071.0,4008.8,4071.0,91
2025-10-27 07:20:00,BOS,long,4070.2,4066.0,4077.0,4066.0,4077.0,94
2025-10-27 16:55:00,MSS,short,4057.6,4079.8,4021.8,4079.8,4021.8,96
2025-10-28 14:15:00,BOS,short,3983.6,4003.0,3952.3,4003.0,3952.3,102
2025-10-30 08:00:00,MSS,long,3925.6,3895.0,3975.0,3895.0,3975.0,105
2025-10-30 08:35:00,MSS,short,3970.2,3977.0,3959.3,3977.0,3959.3,111
2025-10-30 10:00:00,BOS,short,3962.7,3970.8,3949.6,3970.8,3949.6,128
2025-10-30 10:45:00,BOS,short,3948.7,3953.9,3940.2,3953.9,3940.2,138
2025-10-30 11:55:00,MSS,long,3944.5,3941.1,3949.9,3941.1,3949.9,153
2025-10-30 12:10:00,BOS,long,3950.2,3946.7,3955.8,3946.7,3955.8,156
2025-10-30 13:10:00,MSS,short,3984.9,3991.5,3974.2,3991.5,3974.2,167
2025-10-30 14:55:00,MSS,long,3977.0,3969.1,3989.8,3969.1,3989.8,186
2025-10-30 15:15:00,MSS,short,3985.0,3988.2,3979.7,3988.2,3979.7,193
2025-10-30 16:15:00,MSS,long,3973.4,3966.8,3984.2,3966.8,3984.2,202
2025-10-30 17:45:00,MSS,short,4014.7,4019.6,4006.8,4019.6,4006.8,222
2025-10-30 18:20:00,BOS,short,4005.9,4013.3,3993.9,4013.3,3993.9,227
2025-10-30 19:15:00,BOS,short,3992.5,3998.6,3982.6,3998.6,3982.6,238
2025-10-30 20:00:00,MSS,long,3986.5,3982.0,3993.8,3982.0,3993.8,249
2025-10-30 20:25:00,MSS,short,3991.7,3997.7,3982.1,3997.7,3982.1,254
2025-10-30 20:55:00,BOS,short,3984.9,3992.8,3972.1,3992.8,3972.1,259
2025-10-30 21:35:00,BOS,short,3985.4,3991.2,3976.0,3991.2,3976.0,269
2025-10-30 21:50:00,MSS,long,3984.8,3974.0,4002.4,3974.0,4002.4,271
2025-10-30 23:10:00,BOS,long,4008.0,4001.5,4018.5,4001.5,4018.5,288
2025-10-30 23:40:00,BOS,long,4011.9,4007.4,4019.3,4007.4,4019.3,292
2025-10-30 23:55:00,MSS,short,4019.2,4022.2,4014.3,4022.2,4014.3,296
2025-10-31 01:10:00,BOS,short,4013.8,4017.3,4008.1,4017.3,4008.1,311
2025-10-31 01:30:00,MSS,long,4012.7,4007.8,4020.7,4007.8,4020.7,314
2025-10-31 02:20:00,BOS,long,4018.2,4015.8,4022.0,4015.8,4022.0,326
2025-10-31 03:00:00,BOS,long,4025.2,4019.7,4034.0,4019.7,4034.0,331
2025-10-31 04:00:00,BOS,long,4035.6,4032.1,4041.3,4032.1,4041.3,346
2025-10-31 04:20:00,MSS,short,4037.4,4041.3,4031.1,4041.3,4031.1,347
2025-10-31 06:30:00,MSS,long,4034.1,4029.9,4040.9,4029.9,4040.9,363
2025-10-31 06:45:00,BOS,long,4037.8,4034.9,4042.4,4034.9,4042.4,367
2025-10-31 07:30:00,BOS,long,4037.7,4031.4,4047.8,4031.4,4047.8,373
2025-10-31 08:25:00,MSS,short,4043.6,4047.2,4037.8,4047.2,4037.8,385
2025-10-31 08:55:00,BOS,short,4040.3,4043.2,4035.5,4043.2,4035.5,393
2025-10-31 09:05:00,MSS,long,4038.0,4031.4,4048.7,4031.4,4048.7,395
2025-10-31 09:35:00,MSS,short,4045.5,4049.3,4039.3,4049.3,4039.3,399
2025-10-31 10:10:00,BOS,short,4039.1,4049.3,4022.5,4049.3,4022.5,399
2025-10-31 10:35:00,BOS,short,4026.0,4032.8,4015.0,4032.8,4015.0,410
