time,reason,direction,entry
2025-07-17 06:35:00,signal_while_in_position,short,3357.145
2025-07-17 08:10:00,signal_while_in_position,short,3351.3484000000003
2025-07-17 08:40:00,signal_while_in_position,short,3349.354
2025-07-17 09:30:00,signal_while_in_position,short,3345.7102
2025-07-17 09:40:00,signal_while_in_position,long,3344.9808
2025-07-17 10:55:00,signal_while_in_position,long,3345.2044
2025-07-17 22:05:00,signal_while_in_position,long,3325.4392000000003
2025-07-18 04:35:00,signal_while_in_position,short,3344.6742
2025-07-18 06:35:00,signal_while_in_position,long,3346.5044
2025-07-18 07:50:00,signal_while_in_position,short,3347.2102
2025-07-18 18:35:00,signal_while_in_position,long,3356.537
2025-07-19 03:00:00,signal_while_in_position,long,3357.7729999999997
2025-07-19 03:25:00,signal_while_in_position,short,3358.0832
2025-07-21 10:40:00,signal_while_in_position,short,3361.9518000000003
2025-07-22 02:55:00,signal_while_in_position,long,3407.0314
2025-07-22 04:40:00,signal_while_in_position,long,3410.5494
2025-07-23 00:05:00,signal_while_in_position,long,3439.1864
2025-07-23 02:45:00,signal_while_in_position,short,3442.6686
2025-07-23 03:15:00,signal_while_in_position,long,3442.4696
2025-07-23 03:45:00,signal_while_in_position,long,3443.8258
2025-07-23 04:35:00,signal_while_in_position,short,3442.9248000000002
2025-07-23 06:45:00,signal_while_in_position,long,3442.1786
2025-07-23 07:10:00,signal_while_in_position,long,3443.6156
2025-07-23 07:20:00,signal_while_in_position,short,3444.7934
2025-07-23 09:00:00,signal_while_in_position,short,3443.253
2025-07-23 16:55:00,signal_while_in_position,long,3437.9426
2025-07-23 22:00:00,signal_while_in_position,long,3423.4156
2025-07-24 09:55:00,signal_while_in_position,short,3395.0338
2025-07-24 12:45:00,signal_while_in_position,short,3388.1012
2025-07-24 15:35:00,signal_while_in_position,short,3381.3304
2025-07-24 15:40:00,signal_while_in_position,long,3380.8224
2025-07-25 19:15:00,signal_while_in_position,short,3344.5866
2025-07-26 00:10:00,signal_while_in_position,long,3328.2134
2025-07-28 18:35:00,signal_while_in_position,short,3336.69
2025-07-28 19:15:00,signal_while_in_position,short,3336.9596
2025-07-28 19:45:00,signal_while_in_position,long,3335.8988
2025-07-28 20:00:00,signal_while_in_position,long,3336.6932
2025-07-28 20:05:00,signal_while_in_position,short,3336.5124
2025-07-28 23:20:00,signal_while_in_position,long,3309.3662
2025-07-29 20:05:00,signal_while_in_position,long,3315.0156
2025-07-30 07:55:00,signal_while_in_position,long,3325.3348
2025-07-30 11:55:00,signal_while_in_position,long,3324.8932
2025-08-28 11:45:00,signal_while_in_position,short,3417.8922
2025-08-28 12:00:00,signal_while_in_position,short,3416.2416
2025-08-28 12:20:00,signal_while_in_position,long,3416.1786
2025-08-28 12:30:00,signal_while_in_position,long,3417.3909999999996
2025-08-28 12:55:00,signal_while_in_position,short,3417.0416
2025-08-28 13:20:00,signal_while_in_position,short,3416.7888000000003
2025-08-28 13:40:00,signal_while_in_position,short,3416.1742
2025-08-28 13:55:00,signal_while_in_position,long,3415.955
2025-08-28 16:00:00,signal_while_in_position,long,3421.2606
2025-08-28 16:30:00,signal_while_in_position,long,3422.464
2025-08-28 18:50:00,signal_while_in_position,long,3424.955
2025-08-28 19:05:00,signal_while_in_position,short,3426.2124
2025-08-28 19:15:00,signal_while_in_position,long,3425.5932
2025-09-01 23:10:00,signal_while_in_position,long,3515.5751999999998
2025-09-02 00:20:00,signal_while_in_position,long,3514.5078000000003
2025-09-02 00:25:00,signal_while_in_position,long,3514.6988
2025-09-02 13:20:00,signal_while_in_position,short,3536.0338
2025-09-02 17:40:00,signal_while_in_position,short,3520.2158
2025-09-02 21:30:00,signal_while_in_position,short,3517.4788
2025-09-02 21:40:00,signal_while_in_position,long,3517.9076
2025-09-03 10:30:00,signal_while_in_position,short,3576.3912
2025-09-03 17:25:00,signal_while_in_position,short,3579.0866
2025-09-03 20:55:00,signal_while_in_position,long,3583.483
2025-09-03 22:50:00,signal_while_in_position,short,3595.3362
2025-09-04 11:30:00,signal_while_in_position,long,3550.721
2025-09-04 12:50:00,signal_while_in_position,long,3558.9932
2025-09-04 13:10:00,signal_while_in_position,long,3559.1515999999997
2025-09-04 19:00:00,signal_while_in_position,short,3569.9956
2025-09-04 19:30:00,signal_while_in_position,long,3567.4156
2025-09-05 10:50:00,signal_while_in_position,long,3579.5134
2025-09-05 11:05:00,signal_while_in_position,long,3580.3718
2025-09-05 13:50:00,signal_while_in_position,short,3587.8922
2025-09-06 01:25:00,signal_while_in_position,long,3619.865
2025-09-06 04:45:00,signal_while_in_position,short,3612.4034
2025-09-08 11:25:00,signal_while_in_position,short,3601.2158
2025-09-08 13:00:00,signal_while_in_position,long,3594.9786
2025-09-08 22:35:00,signal_while_in_position,long,3642.083
2025-09-09 01:00:00,signal_while_in_position,short,3650.9102000000003
2025-09-09 10:50:00,signal_while_in_position,short,3662.4204
2025-09-09 21:00:00,signal_while_in_position,long,3657.8255999999997
2025-09-10 06:40:00,signal_while_in_position,long,3633.1324
2025-09-10 07:50:00,signal_while_in_position,short,3644.5157999999997
2025-09-11 00:25:00,signal_while_in_position,short,3653.5956
2025-09-11 00:50:00,signal_while_in_position,long,3652.4696
2025-09-11 01:10:00,signal_while_in_position,long,3653.4022
2025-09-11 01:30:00,signal_while_in_position,long,3653.9808
2025-09-11 01:55:00,signal_while_in_position,long,3656.864
2025-09-11 02:00:00,signal_while_in_position,long,3657.0932
2025-09-11 06:50:00,signal_while_in_position,short,3650.9888
2025-09-11 13:50:00,signal_while_in_position,short,3638.8024
2025-09-11 16:30:00,signal_while_in_position,short,3638.2158
2025-09-11 21:15:00,signal_while_in_position,short,3641.1609999999996
2025-09-11 23:00:00,signal_while_in_position,long,3639.8718
2025-09-12 02:05:00,signal_while_in_position,long,3645.2022
2025-09-12 02:15:00,signal_while_in_position,short,3644.9956
2025-09-12 08:45:00,signal_while_in_position,long,3640.701
2025-09-13 03:00:00,signal_while_in_position,short,3657.518
2025-09-15 11:25:00,signal_while_in_position,long,3649.7842
2025-09-15 16:30:00,signal_while_in_position,short,3650.1506
2025-09-15 17:15:00,signal_while_in_position,short,3652.1248
2025-09-15 19:40:00,signal_while_in_position,long,3652.0314
2025-09-15 20:00:00,signal_while_in_position,short,3652.3192
2025-09-16 01:30:00,signal_while_in_position,long,3689.6954
2025-09-16 02:10:00,signal_while_in_position,short,3690.8484000000003
2025-09-16 07:25:00,signal_while_in_position,short,3688.7124
2025-09-16 12:05:00,signal_while_in_position,long,3689.2584
2025-09-16 18:35:00,signal_while_in_position,short,3705.0922
2025-09-17 03:30:00,signal_while_in_position,short,3696.3977999999997
2025-09-18 10:05:00,signal_while_in_position,long,3662.3672
2025-09-18 10:45:00,signal_while_in_position,long,3666.9044
2025-09-18 11:35:00,signal_while_in_position,short,3667.1888
2025-09-18 12:30:00,signal_while_in_position,short,3663.0012
2025-09-18 12:50:00,signal_while_in_position,short,3661.9539999999997
2025-09-19 00:10:00,signal_while_in_position,long,3645.837
2025-09-19 01:15:00,signal_while_in_position,short,3648.945
2025-09-19 01:35:00,signal_while_in_position,short,3648.7978
2025-09-19 01:45:00,signal_while_in_position,short,3648.1652
2025-09-19 08:50:00,signal_while_in_position,long,3640.5954
2025-09-19 16:05:00,signal_while_in_position,short,3656.5214
2025-09-19 22:15:00,signal_while_in_position,short,3663.017
2025-09-20 00:55:00,signal_while_in_position,short,3673.5304
2025-09-20 01:10:00,signal_while_in_position,long,3673.0988
2025-09-24 23:25:00,signal_while_in_position,short,3754.6754
2025-09-25 11:40:00,signal_while_in_position,long,3734.5897999999997
2025-09-26 00:40:00,signal_while_in_position,short,3737.0766
2025-09-26 04:55:00,signal_while_in_position,short,3749.6596
2025-09-26 07:05:00,signal_while_in_position,short,3747.7416
2025-09-26 08:25:00,signal_while_in_position,short,3742.517
2025-09-26 09:10:00,signal_while_in_position,short,3747.662
2025-09-26 10:35:00,signal_while_in_position,long,3737.0246
2025-09-29 09:45:00,signal_while_in_position,long,3769.0178
2025-09-29 11:20:00,signal_while_in_position,short,3792.517
2025-09-29 14:25:00,signal_while_in_position,short,3810.9192
2025-10-30 11:55:00,signal_while_in_position,long,3944.4616
2025-10-30 20:00:00,signal_while_in_position,long,3986.5076
2025-10-31 11:00:00,signal_while_in_position,short,4024.9542
2025-10-31 13:40:00,signal_while_in_position,long,4013.1234
2025-10-31 19:40:00,signal_while_in_position,long,4016.0976
2025-10-31 22:25:00,signal_while_in_position,short,4034.3542
2025-11-01 01:35:00,signal_while_in_position,long,3995.029
2025-11-01 02:50:00,signal_while_in_position,short,4015.3878
2025-11-01 04:25:00,signal_while_in_position,long,4010.2504
2025-11-03 07:35:00,signal_while_in_position,short,4001.416
2025-11-03 09:05:00,signal_while_in_position,long,3982.7219999999998
2025-11-03 15:35:00,signal_while_in_position,long,4028.756
2025-11-04 00:10:00,signal_while_in_position,short,4026.6668
2025-11-04 03:40:00,signal_while_in_position,short,4015.5462
2025-11-04 03:45:00,signal_while_in_position,long,4013.1988
2025-11-04 09:50:00,signal_while_in_position,long,3996.2392
2025-11-04 10:55:00,signal_while_in_position,long,3989.2839999999997
2025-11-04 14:30:00,signal_while_in_position,long,3980.9492
2025-11-04 17:05:00,signal_while_in_position,short,4007.6530000000002
2025-11-04 17:30:00,signal_while_in_position,long,4004.8088
2025-11-04 19:45:00,signal_while_in_position,long,4004.6246
2025-11-04 23:35:00,signal_while_in_position,long,3960.7758
2025-11-05 00:15:00,signal_while_in_position,long,3972.312
2025-11-05 00:45:00,signal_while_in_position,short,3980.9002
2025-11-05 01:05:00,signal_while_in_position,short,3978.2182
2025-11-05 01:50:00,signal_while_in_position,short,3970.7036
2025-11-05 02:05:00,signal_while_in_position,short,3964.908
2025-11-05 03:40:00,signal_while_in_position,short,3950.3058
2025-11-05 04:25:00,signal_while_in_position,long,3943.9976
2025-11-05 15:35:00,signal_while_in_position,long,3974.7414
2025-11-06 09:50:00,signal_while_in_position,long,3981.1538
2025-11-06 18:00:00,signal_while_in_position,short,4020.3698
2025-11-07 10:10:00,signal_while_in_position,short,4008.908
2025-11-07 11:40:00,signal_while_in_position,long,3999.7572
2025-11-07 11:50:00,signal_while_in_position,short,4000.5371999999998
2025-11-07 13:50:00,signal_while_in_position,short,4003.3664
2025-11-07 15:55:00,signal_while_in_position,long,4012.301
2025-11-07 21:35:00,signal_while_in_position,short,4006.2676
2025-11-07 23:15:00,signal_while_in_position,short,4002.2306
2025-11-07 23:40:00,signal_while_in_position,short,3999.5654
2025-11-08 05:00:00,signal_while_in_position,long,4009.2066
2025-11-08 05:30:00,signal_while_in_position,short,4009.6832
2025-11-10 13:20:00,signal_while_in_position,long,4060.7392
2025-11-10 17:00:00,signal_while_in_position,short,4088.9462
2025-11-10 18:25:00,signal_while_in_position,short,4089.1372
2025-11-10 18:45:00,signal_while_in_position,short,4089.1676
2025-11-10 19:35:00,signal_while_in_position,long,4086.9031999999997
2025-11-11 00:00:00,signal_while_in_position,long,4092.001
2025-11-11 04:10:00,signal_while_in_position,short,4120.9484
2025-11-11 04:40:00,signal_while_in_position,long,4117.5628
2025-11-11 05:15:00,signal_while_in_position,long,4119.1786
2025-11-11 05:40:00,signal_while_in_position,long,4119.8931999999995
2025-11-11 10:20:00,signal_while_in_position,long,4140.4392
2025-11-11 10:30:00,signal_while_in_position,short,4140.576599999999
2025-11-11 20:40:00,signal_while_in_position,long,4145.5516
2025-11-11 21:15:00,signal_while_in_position,long,4142.5470000000005
2025-11-12 02:00:00,signal_while_in_position,long,4119.4044
2025-11-12 09:40:00,signal_while_in_position,long,4134.832399999999
2025-11-12 10:25:00,signal_while_in_position,short,4139.481
2025-11-12 21:50:00,signal_while_in_position,short,4134.9732
2025-11-13 18:05:00,signal_while_in_position,long,4237.9808
2025-11-14 02:20:00,signal_while_in_position,short,4205.531599999999
2025-11-15 02:30:00,signal_while_in_position,long,4089.9254
2025-11-15 03:05:00,signal_while_in_position,short,4099.8666
2025-11-15 04:35:00,signal_while_in_position,long,4083.7558
2025-11-17 12:45:00,signal_while_in_position,short,4082.8912
2025-11-17 17:10:00,signal_while_in_position,long,4077.3728
2025-11-17 19:50:00,signal_while_in_position,long,4081.4762
2025-11-17 20:30:00,signal_while_in_position,long,4080.093
2025-11-17 20:45:00,signal_while_in_position,short,4081.7652000000003
2025-11-17 21:20:00,signal_while_in_position,short,4084.2912
2025-11-18 07:30:00,signal_while_in_position,short,4048.0586000000003
2025-11-18 15:40:00,signal_while_in_position,long,4004.1232
2025-11-18 19:40:00,signal_while_in_position,short,4047.1642
2025-11-19 00:55:00,signal_while_in_position,long,4062.3222
2025-11-19 04:05:00,signal_while_in_position,short,4080.7586
2025-11-19 10:25:00,signal_while_in_position,long,4061.6268
2025-11-19 12:25:00,signal_while_in_position,long,4071.056
2025-11-19 19:45:00,signal_while_in_position,long,4112.8156
2025-11-19 22:20:00,signal_while_in_position,short,4115.9272
2025-11-19 23:25:00,signal_while_in_position,short,4127.615
2025-11-19 23:35:00,signal_while_in_position,short,4125.6668
2025-11-20 15:05:00,signal_while_in_position,long,4066.4132
2025-11-20 15:20:00,signal_while_in_position,short,4068.9970000000003
2025-11-20 22:40:00,signal_while_in_position,long,4079.9232
2025-11-21 01:50:00,signal_while_in_position,long,4053.7098
2025-11-21 09:45:00,signal_while_in_position,long,4063.4087999999997
2025-11-22 04:10:00,signal_while_in_position,short,4085.2474
2025-11-24 18:20:00,signal_while_in_position,short,4070.2148
2025-11-25 03:10:00,signal_while_in_position,short,4120.2676
2025-11-25 04:10:00,signal_while_in_position,long,4118.8246
2025-11-25 07:40:00,signal_while_in_position,long,4129.7032
2025-11-25 12:00:00,signal_while_in_position,short,4140.3315999999995
2025-11-25 22:05:00,signal_while_in_position,short,4142.7834
2025-11-25 23:50:00,signal_while_in_position,short,4125.098
2025-11-26 07:00:00,signal_while_in_position,long,4128.468400000001
2025-11-26 08:00:00,signal_while_in_position,long,4129.8336
2025-11-26 11:30:00,signal_while_in_position,short,4162.445
2025-11-26 11:35:00,signal_while_in_position,long,4162.2752
2025-11-26 17:30:00,signal_while_in_position,long,4157.713400000001
2025-11-26 18:15:00,signal_while_in_position,short,4159.786599999999
2025-11-26 18:30:00,signal_while_in_position,short,4158.0204
2025-11-26 22:30:00,signal_while_in_position,long,4143.3548
2025-12-02 01:55:00,signal_while_in_position,long,4226.91
2025-12-02 03:55:00,signal_while_in_position,long,4229.6604
2025-12-02 07:10:00,signal_while_in_position,short,4235.281
2025-12-30 11:50:00,signal_while_in_position,short,4376.4732
2025-12-30 12:20:00,signal_while_in_position,long,4373.9156
2025-12-30 19:45:00,signal_while_in_position,short,4402.5114
2025-12-30 22:25:00,signal_while_in_position,long,4400.3256
2025-12-31 01:45:00,signal_while_in_position,short,4387.6722
2026-01-01 01:55:00,signal_while_in_position,short,4338.026
2026-01-02 09:45:00,signal_while_in_position,long,4361.4594
2026-01-02 10:10:00,signal_while_in_position,short,4363.1024
2026-01-02 17:20:00,signal_while_in_position,short,4400.6002
2026-01-03 04:15:00,signal_while_in_position,long,4329.2864
2026-01-05 11:55:00,signal_while_in_position,short,4415.3452
2026-01-06 01:40:00,signal_while_in_position,short,4454.998
2026-01-06 02:10:00,signal_while_in_position,long,4454.783
2026-01-06 02:25:00,signal_while_in_position,short,4456.0001999999995
2026-01-06 02:50:00,signal_while_in_position,long,4455.4954
2026-01-06 03:05:00,signal_while_in_position,short,4455.0846
2026-01-06 04:40:00,signal_while_in_position,short,4454.2328
2026-01-06 05:45:00,signal_while_in_position,long,4457.637000000001
2026-01-06 16:15:00,signal_while_in_position,long,4472.4774
2026-01-06 19:20:00,signal_while_in_position,long,4460.5246
2026-01-06 20:55:00,signal_while_in_position,long,4472.0628
2026-01-07 02:30:00,signal_while_in_position,short,4499.8396
2026-01-07 11:55:00,signal_while_in_position,short,4487.9226
2026-01-07 20:25:00,signal_while_in_position,long,4452.8166
2026-01-07 22:20:00,signal_while_in_position,short,4459.0598
2026-01-08 14:20:00,signal_while_in_position,long,4429.0414
2026-01-09 09:40:00,signal_while_in_position,long,4466.0256
2026-01-09 16:30:00,signal_while_in_position,short,4482.2754
2026-01-09 19:45:00,signal_while_in_position,long,4479.1988
2026-01-12 19:15:00,signal_while_in_position,short,4603.2788
2026-01-13 00:25:00,signal_while_in_position,short,4636.3362
2026-01-13 10:05:00,signal_while_in_position,long,4590.5008
2026-01-13 10:25:00,signal_while_in_position,short,4596.4968
2026-01-13 10:35:00,signal_while_in_position,long,4593.8628
2026-01-13 14:05:00,signal_while_in_position,short,4601.553
2026-01-13 19:15:00,signal_while_in_position,short,4595.126
2026-01-13 23:55:00,signal_while_in_position,long,4624.4796
2026-01-14 00:05:00,signal_while_in_position,short,4624.052
2026-01-14 03:30:00,signal_while_in_position,long,4597.174999999999
2026-01-14 04:25:00,signal_while_in_position,short,4600.2204
2026-01-14 08:45:00,signal_while_in_position,short,4616.008
2026-01-14 13:50:00,signal_while_in_position,short,4644.4169999999995
2026-01-15 12:20:00,signal_while_in_position,long,4594.6492
2026-01-15 12:40:00,signal_while_in_position,short,4597.0878
2026-01-16 05:05:00,signal_while_in_position,long,4610.638
2026-01-16 05:40:00,signal_while_in_position,long,4618.5168
2026-01-16 16:40:00,signal_while_in_position,short,4611.3384
2026-01-16 18:50:00,signal_while_in_position,short,4610.308
2026-01-16 22:25:00,signal_while_in_position,short,4608.9598
2026-01-17 02:00:00,signal_while_in_position,long,4588.3616
2026-01-19 11:00:00,signal_while_in_position,long,4666.1986
2026-01-19 16:45:00,signal_while_in_position,short,4673.0484
2026-01-19 18:10:00,signal_while_in_position,long,4672.8516
2026-01-19 18:25:00,signal_while_in_position,short,4673.899
2026-01-19 19:25:00,signal_while_in_position,long,4668.601
2026-01-20 03:00:00,signal_while_in_position,short,4681.4776
2026-01-20 08:55:00,signal_while_in_position,short,4668.9338
2026-01-20 11:05:00,signal_while_in_position,short,4672.972
2026-01-20 11:10:00,signal_while_in_position,long,4672.6774
2026-01-20 20:25:00,signal_while_in_position,short,4734.6956
2026-01-20 23:00:00,signal_while_in_position,long,4743.539
2026-01-21 02:50:00,signal_while_in_position,short,4762.0732
2026-01-21 04:55:00,signal_while_in_position,long,4757.2144
2026-01-21 05:10:00,signal_while_in_position,long,4758.3222
2026-01-21 05:30:00,signal_while_in_position,short,4764.786599999999
2026-01-21 17:20:00,signal_while_in_position,long,4864.4638
2026-01-21 21:05:00,signal_while_in_position,long,4865.393
2026-01-21 23:50:00,signal_while_in_position,long,4842.4254
2026-01-22 00:15:00,signal_while_in_position,short,4849.7578
2026-01-22 10:30:00,signal_while_in_position,short,4790.3824
2026-01-22 11:20:00,signal_while_in_position,long,4788.2324
2026-01-22 11:55:00,signal_while_in_position,long,4793.7358
2026-01-22 22:20:00,signal_while_in_position,long,4824.7942
2026-01-23 10:10:00,signal_while_in_position,short,4959.7206
2026-01-23 10:30:00,signal_while_in_position,long,4952.602
2026-01-23 11:15:00,signal_while_in_position,short,4953.3746
2026-01-23 12:30:00,signal_while_in_position,long,4952.5044
2026-01-23 12:45:00,signal_while_in_position,long,4954.3762
2026-01-23 13:20:00,signal_while_in_position,long,4958.3718
2026-01-23 13:40:00,signal_while_in_position,long,4959.6628
2026-01-23 21:50:00,signal_while_in_position,long,4933.4862
2026-01-23 22:05:00,signal_while_in_position,long,4939.5818
2026-01-24 02:30:00,signal_while_in_position,short,4980.816
2026-01-26 11:45:00,signal_while_in_position,short,5077.3396
2026-01-26 13:45:00,signal_while_in_position,long,5057.772599999999
2026-01-26 18:30:00,signal_while_in_position,long,5086.665
2026-01-26 19:10:00,signal_while_in_position,short,5089.3787999999995
2026-01-26 22:20:00,signal_while_in_position,long,5066.821
2026-01-27 02:05:00,signal_while_in_position,short,5093.9442
2026-01-27 10:35:00,signal_while_in_position,long,5061.382799999999
2026-01-27 17:15:00,signal_while_in_position,long,5077.338
2026-01-27 23:15:00,signal_while_in_position,long,5055.6826
2026-01-27 23:30:00,signal_while_in_position,long,5068.6514
2026-01-28 00:40:00,signal_while_in_position,short,5093.638599999999
2026-01-28 03:40:00,signal_while_in_position,long,5087.2504
2026-01-28 03:50:00,signal_while_in_position,long,5087.6706
2026-01-29 00:10:00,signal_while_in_position,long,5270.780400000001
2026-01-29 00:30:00,signal_while_in_position,short,5283.070000000001
2026-01-29 01:35:00,signal_while_in_position,short,5292.9342
2026-01-29 08:30:00,signal_while_in_position,long,5476.6392
2026-01-29 09:00:00,signal_while_in_position,short,5492.8158
2026-01-29 10:30:00,signal_while_in_position,long,5513.7578
2026-01-29 11:00:00,signal_while_in_position,short,5522.3468
2026-01-29 11:45:00,signal_while_in_position,long,5520.0288
2026-01-29 18:00:00,signal_while_in_position,short,5514.9544
2026-01-29 20:40:00,signal_while_in_position,short,5527.4554
2026-01-29 21:00:00,signal_while_in_position,short,5528.810399999999
2026-01-30 03:45:00,signal_while_in_position,long,5295.6374
2026-02-26 15:45:00,signal_while_in_position,short,5203.291200000001
2026-02-26 18:15:00,signal_while_in_position,short,5203.2294
2026-02-26 20:15:00,signal_while_in_position,long,5179.5176
2026-02-27 08:00:00,signal_while_in_position,short,5202.0362
2026-02-27 08:15:00,signal_while_in_position,long,5199.7694
2026-02-27 18:15:00,signal_while_in_position,long,5188.6986
2026-02-28 02:20:00,signal_while_in_position,short,5251.3958
2026-03-03 05:25:00,signal_while_in_position,short,5351.2384
2026-03-03 07:35:00,signal_while_in_position,short,5351.4924
2026-03-03 11:00:00,signal_while_in_position,long,5377.0952
2026-03-03 11:50:00,signal_while_in_position,short,5379.407
2026-03-03 12:20:00,signal_while_in_position,long,5377.6278
2026-03-03 13:30:00,signal_while_in_position,short,5368.6892
2026-03-03 15:30:00,signal_while_in_position,long,5326.2076
2026-03-03 17:50:00,signal_while_in_position,long,5278.8838
2026-03-03 18:00:00,signal_while_in_position,long,5281.9398
2026-03-03 18:35:00,signal_while_in_position,short,5280.0356
2026-03-04 02:00:00,signal_while_in_position,long,5088.5634
2026-03-04 13:00:00,signal_while_in_position,short,5168.6632
2026-03-04 17:15:00,signal_while_in_position,long,5176.4266
2026-03-05 02:05:00,signal_while_in_position,short,5152.742
2026-03-05 05:30:00,signal_while_in_position,short,5149.2396
2026-03-05 11:55:00,signal_while_in_position,short,5195.0722000000005
2026-03-05 14:45:00,signal_while_in_position,long,5144.0306
2026-03-05 22:30:00,signal_while_in_position,long,5119.2366
2026-03-06 01:25:00,signal_while_in_position,short,5092.861
2026-03-06 03:25:00,signal_while_in_position,short,5083.1802
2026-03-06 08:50:00,signal_while_in_position,long,5089.3772
2026-03-06 11:00:00,signal_while_in_position,long,5133.5088
2026-03-06 14:55:00,signal_while_in_position,short,5128.244000000001
2026-03-06 20:55:00,signal_while_in_position,short,5099.8261999999995
2026-03-09 16:20:00,signal_while_in_position,short,5112.388
2026-03-10 00:15:00,signal_while_in_position,short,5112.7374
2026-03-10 23:50:00,signal_while_in_position,short,5244.0396
2026-03-11 04:55:00,signal_while_in_position,short,5203.9800000000005
2026-03-11 06:05:00,signal_while_in_position,short,5202.2992
2026-03-11 07:40:00,signal_while_in_position,short,5201.6462
2026-03-11 07:55:00,signal_while_in_position,long,5198.929
2026-03-11 08:15:00,signal_while_in_position,long,5200.4614
2026-03-11 17:30:00,signal_while_in_position,long,5193.212
2026-03-11 18:05:00,signal_while_in_position,long,5197.0032
2026-03-11 18:20:00,signal_while_in_position,short,5201.281
2026-03-12 07:45:00,signal_while_in_position,short,5153.088
2026-03-12 19:40:00,signal_while_in_position,long,5183.4628
2026-03-12 22:15:00,signal_while_in_position,short,5163.6058
2026-03-13 03:55:00,signal_while_in_position,short,5097.2374
2026-03-13 14:00:00,signal_while_in_position,long,5104.2582
2026-03-13 18:45:00,signal_while_in_position,long,5090.5008
2026-03-14 01:45:00,signal_while_in_position,short,5061.5476
2026-03-16 06:45:00,signal_while_in_position,long,5016.5952
2026-03-16 07:00:00,signal_while_in_position,short,5021.9398
2026-03-16 10:30:00,signal_while_in_position,short,5017.334
2026-03-16 17:40:00,signal_while_in_position,short,4991.5508
2026-03-16 21:10:00,signal_while_in_position,long,5022.4346000000005
2026-03-16 22:20:00,signal_while_in_position,short,5037.1656
2026-03-17 00:50:00,signal_while_in_position,long,4992.0582
2026-03-17 01:00:00,signal_while_in_position,long,4997.5616
2026-03-18 01:40:00,signal_while_in_position,short,5007.5238
2026-03-19 10:40:00,signal_while_in_position,long,4858.1088
2026-03-19 11:05:00,signal_while_in_position,long,4858.711
2026-03-19 11:55:00,signal_while_in_position,short,4856.117
2026-03-19 17:10:00,signal_while_in_position,short,4710.6794
2026-03-19 17:55:00,signal_while_in_position,short,4711.425200000001
2026-03-19 18:15:00,signal_while_in_position,short,4710.366999999999
2026-03-20 02:30:00,signal_while_in_position,short,4612.6284
2026-03-20 12:25:00,signal_while_in_position,long,4720.8066
2026-03-21 04:15:00,signal_while_in_position,long,4503.1782
2026-03-21 04:30:00,signal_while_in_position,short,4511.1554
2026-03-24 02:05:00,signal_while_in_position,short,4420.922
2026-03-24 03:55:00,signal_while_in_position,short,4418.2726
2026-03-24 10:25:00,signal_while_in_position,long,4324.5652
2026-03-24 12:50:00,signal_while_in_position,long,4335.4714
2026-03-24 17:35:00,signal_while_in_position,long,4410.9188
2026-03-24 19:30:00,signal_while_in_position,long,4416.1164
2026-03-24 19:50:00,signal_while_in_position,short,4413.9604
2026-03-24 20:30:00,signal_while_in_position,short,4407.4338
2026-03-25 01:00:00,signal_while_in_position,short,4421.3128
2026-03-25 04:15:00,signal_while_in_position,long,4402.7806
2026-03-25 10:40:00,signal_while_in_position,long,4585.8974
2026-03-25 15:10:00,signal_while_in_position,long,4547.7738
