time,timestamp,open,high,low,close,volume
2026-05-21 09:35:00,1779327300,4564.5,4568.9,4563.5,4567.5,973.0
2026-05-21 09:40:00,1779327600,4567.5,4572.5,4567.2,4569.8,844.0
2026-05-21 09:45:00,1779327900,4569.6,4570.0,4567.1,4567.2,617.0
2026-05-21 09:50:00,1779328200,4567.4,4567.7,4560.7,4561.9,1213.0
2026-05-21 09:55:00,1779328500,4561.7,4563.9,4561.4,4563.0,788.0
2026-05-21 10:00:00,1779328800,4562.8,4567.0,4558.3,4559.2,1616.0
2026-05-21 10:05:00,1779329100,4558.8,4561.7,4557.1,4557.9,826.0
2026-05-21 10:10:00,1779329400,4557.7,4557.9,4552.6,4553.7,1374.0
2026-05-21 10:15:00,1779329700,4553.7,4555.3,4549.1,4551.1,1466.0
2026-05-21 10:20:00,1779330000,4551.2,4551.6,4547.4,4549.8,935.0
2026-05-21 10:25:00,1779330300,4550.0,4550.5,4541.5,4542.1,1528.0
2026-05-21 10:30:00,1779330600,4541.7,4544.2,4535.6,4538.7,2470.0
2026-05-21 10:35:00,1779330900,4538.6,4543.6,4538.6,4541.7,1226.0
2026-05-21 10:40:00,1779331200,4541.6,4542.0,4535.9,4537.9,1170.0
2026-05-21 10:45:00,1779331500,4538.0,4538.9,4533.0,4536.0,1504.0
2026-05-21 10:50:00,1779331800,4535.7,4538.5,4534.9,4535.7,672.0
2026-05-21 10:55:00,1779332100,4535.7,4537.8,4534.0,4535.2,740.0
2026-05-21 11:00:00,1779332400,4534.7,4537.1,4532.4,4536.6,1214.0
2026-05-21 11:05:00,1779332700,4536.7,4539.5,4536.3,4538.9,980.0
2026-05-21 11:10:00,1779333000,4538.8,4540.6,4538.0,4539.6,794.0
2026-05-21 11:15:00,1779333300,4539.6,4539.8,4534.4,4537.6,805.0
2026-05-21 11:20:00,1779333600,4537.0,4542.0,4537.0,4539.4,721.0
2026-05-21 11:25:00,1779333900,4539.3,4540.0,4535.8,4537.6,521.0
2026-05-21 11:30:00,1779334200,4537.1,4539.0,4534.8,4535.5,391.0
2026-05-21 11:35:00,1779334500,4535.9,4536.3,4533.1,4534.0,709.0
2026-05-21 11:40:00,1779334800,4534.1,4537.9,4533.4,4535.7,696.0
2026-05-21 11:45:00,1779335100,4535.8,4536.1,4533.2,4533.4,417.0
2026-05-21 11:50:00,1779335400,4533.4,4533.8,4528.1,4529.5,1720.0
2026-05-21 11:55:00,1779335700,4529.6,4531.1,4528.5,4529.9,974.0
2026-05-21 12:00:00,1779336000,4529.4,4534.5,4528.6,4533.3,748.0
2026-05-21 12:05:00,1779336300,4533.3,4535.4,4532.0,4534.2,457.0
2026-05-21 12:10:00,1779336600,4534.0,4538.0,4533.9,4537.5,621.0
2026-05-21 12:15:00,1779336900,4537.5,4537.9,4535.6,4535.7,349.0
2026-05-21 12:20:00,1779337200,4535.9,4538.5,4535.6,4538.2,421.0
2026-05-21 12:25:00,1779337500,4538.2,4541.3,4537.7,4541.0,788.0
2026-05-21 12:30:00,1779337800,4541.0,4541.8,4537.6,4538.2,606.0
2026-05-21 12:35:00,1779338100,4538.1,4538.7,4534.9,4538.5,482.0
2026-05-21 12:40:00,1779338400,4538.4,4539.5,4537.4,4538.4,267.0
2026-05-21 12:45:00,1779338700,4538.5,4538.5,4536.6,4537.9,304.0
2026-05-21 12:50:00,1779339000,4537.8,4540.0,4536.8,4537.0,325.0
2026-05-21 12:55:00,1779339300,4537.3,4540.5,4537.3,4539.6,289.0
2026-05-21 13:00:00,1779339600,4539.8,4541.7,4537.9,4539.5,436.0
2026-05-21 13:05:00,1779339900,4539.5,4539.8,4532.0,4533.0,793.0
2026-05-21 13:10:00,1779340200,4533.0,4534.5,4531.0,4532.2,635.0
2026-05-21 13:15:00,1779340500,4532.2,4532.4,4526.9,4528.5,1071.0
2026-05-21 13:20:00,1779340800,4528.3,4528.8,4525.8,4525.8,797.0
2026-05-21 13:25:00,1779341100,4525.9,4529.1,4522.5,4524.0,1750.0
2026-05-21 13:30:00,1779341400,4524.2,4528.2,4519.1,4526.7,1627.0
2026-05-21 13:35:00,1779341700,4526.6,4528.3,4522.2,4526.8,847.0
2026-05-21 13:40:00,1779342000,4527.0,4527.9,4525.1,4526.9,404.0
2026-05-21 13:45:00,1779342300,4526.7,4527.8,4519.1,4524.0,1052.0
2026-05-21 13:50:00,1779342600,4524.4,4531.0,4523.7,4530.7,936.0
2026-05-21 13:55:00,1779342900,4530.7,4530.7,4526.9,4528.9,656.0
2026-05-21 14:00:00,1779343200,4528.3,4536.5,4527.7,4534.3,1445.0
2026-05-21 14:05:00,1779343500,4534.7,4536.3,4532.0,4532.0,613.0
2026-05-21 14:10:00,1779343800,4532.2,4533.6,4528.4,4532.4,903.0
2026-05-21 14:15:00,1779344100,4532.7,4533.6,4529.4,4531.3,608.0
2026-05-21 14:20:00,1779344400,4531.2,4541.2,4530.5,4535.4,2315.0
2026-05-21 14:25:00,1779344700,4535.2,4536.6,4531.1,4534.2,500.0
2026-05-21 14:30:00,1779345000,4534.1,4536.2,4529.1,4531.0,815.0
2026-05-21 14:35:00,1779345300,4531.1,4532.5,4528.6,4529.0,667.0
2026-05-21 14:40:00,1779345600,4529.1,4529.1,4523.8,4525.9,1078.0
2026-05-21 14:45:00,1779345900,4525.2,4527.5,4522.8,4524.9,685.0
2026-05-21 14:50:00,1779346200,4524.4,4525.3,4521.5,4523.8,761.0
2026-05-21 14:55:00,1779346500,4523.9,4524.5,4520.0,4522.8,863.0
2026-05-21 15:00:00,1779346800,4522.8,4525.8,4520.4,4522.0,1008.0
2026-05-21 15:05:00,1779347100,4522.0,4524.0,4518.6,4523.2,726.0
2026-05-21 15:10:00,1779347400,4522.9,4523.8,4520.4,4522.0,413.0
2026-05-21 15:15:00,1779347700,4521.7,4522.9,4518.5,4522.6,831.0
2026-05-21 15:20:00,1779348000,4522.6,4525.0,4518.1,4519.6,770.0
2026-05-21 15:25:00,1779348300,4519.3,4520.3,4513.3,4514.5,1410.0
2026-05-21 15:30:00,1779348600,4514.4,4518.8,4513.3,4518.0,1026.0
2026-05-21 15:35:00,1779348900,4518.0,4518.2,4515.6,4516.4,470.0
2026-05-21 15:40:00,1779349200,4516.5,4518.2,4515.2,4517.6,322.0
2026-05-21 15:45:00,1779349500,4517.6,4519.3,4515.2,4519.3,520.0
2026-05-21 15:50:00,1779349800,4519.0,4524.4,4516.5,4521.9,1394.0
2026-05-21 15:55:00,1779350100,4521.7,4523.9,4520.5,4520.7,484.0
2026-05-21 16:00:00,1779350400,4521.0,4525.0,4519.2,4524.7,729.0
2026-05-21 16:05:00,1779350700,4524.6,4530.5,4523.2,4529.7,1291.0
2026-05-21 16:10:00,1779351000,4529.8,4537.2,4529.1,4535.4,1453.0
2026-05-21 16:15:00,1779351300,4535.7,4538.2,4531.2,4531.8,1549.0
2026-05-21 16:20:00,1779351600,4531.7,4534.3,4530.8,4534.0,666.0
2026-05-21 16:25:00,1779351900,4533.9,4538.1,4530.4,4537.1,1135.0
2026-05-21 16:30:00,1779352200,4536.7,4537.1,4529.5,4531.0,968.0
2026-05-21 16:35:00,1779352500,4531.0,4532.6,4527.7,4529.5,844.0
2026-05-21 16:40:00,1779352800,4529.7,4533.9,4529.3,4530.5,448.0
2026-05-21 16:45:00,1779353100,4530.7,4534.3,4529.1,4531.8,640.0
2026-05-21 16:50:00,1779353400,4531.8,4534.1,4531.4,4533.5,374.0
2026-05-21 16:55:00,1779353700,4533.8,4536.1,4533.6,4533.9,462.0
2026-05-21 17:00:00,1779354000,4533.8,4535.4,4533.0,4533.8,380.0
2026-05-21 17:05:00,1779354300,4533.7,4537.5,4532.9,4534.9,692.0
2026-05-21 17:10:00,1779354600,4535.5,4541.7,4534.4,4539.0,1039.0
2026-05-21 17:15:00,1779354900,4539.0,4542.8,4537.7,4541.6,780.0
2026-05-21 17:20:00,1779355200,4541.5,4543.9,4538.4,4538.6,1095.0
2026-05-21 17:25:00,1779355500,4538.5,4540.8,4536.6,4538.4,825.0
2026-05-21 17:30:00,1779355800,4538.1,4544.3,4534.5,4536.5,1467.0
2026-05-21 17:35:00,1779356100,4536.5,4538.0,4533.8,4533.9,533.0
2026-05-21 17:40:00,1779356400,4534.0,4535.9,4530.6,4531.2,655.0
2026-05-21 17:45:00,1779356700,4531.1,4533.1,4528.8,4532.6,599.0
2026-05-21 17:50:00,1779357000,4532.8,4534.3,4532.5,4533.8,308.0
2026-05-21 17:55:00,1779357300,4534.0,4534.2,4530.7,4531.7,350.0
2026-05-21 18:00:00,1779357600,4531.7,4534.7,4531.4,4534.7,474.0
2026-05-21 18:05:00,1779357900,4534.3,4537.3,4531.8,4536.1,681.0
2026-05-21 18:10:00,1779358200,4536.1,4536.6,4531.3,4533.6,558.0
2026-05-21 18:15:00,1779358500,4533.8,4535.8,4531.7,4535.5,566.0
2026-05-21 18:20:00,1779358800,4535.4,4535.6,4533.1,4535.4,318.0
2026-05-21 18:25:00,1779359100,4535.4,4535.7,4510.8,4519.2,4205.0
2026-05-21 18:30:00,1779359400,4519.4,4519.6,4509.0,4515.7,2433.0
2026-05-21 18:35:00,1779359700,4515.8,4519.1,4508.5,4510.0,1501.0
2026-05-21 18:40:00,1779360000,4509.9,4519.2,4505.8,4518.1,1852.0
2026-05-21 18:45:00,1779360300,4517.9,4519.0,4514.5,4517.7,898.0
2026-05-21 18:50:00,1779360600,4517.9,4518.3,4511.4,4517.1,855.0
2026-05-21 18:55:00,1779360900,4516.7,4517.3,4511.8,4512.5,729.0
2026-05-21 19:00:00,1779361200,4512.7,4521.2,4511.5,4517.2,1375.0
2026-05-21 19:05:00,1779361500,4517.3,4519.4,4515.8,4517.8,508.0
2026-05-21 19:10:00,1779361800,4518.0,4519.3,4516.2,4517.2,473.0
2026-05-21 19:15:00,1779362100,4517.3,4521.0,4516.6,4520.3,512.0
2026-05-21 19:20:00,1779362400,4520.1,4522.4,4516.1,4517.0,1392.0
2026-05-21 19:25:00,1779362700,4516.9,4516.9,4513.5,4515.2,632.0
2026-05-21 19:30:00,1779363000,4515.2,4517.0,4511.1,4511.6,618.0
2026-05-21 19:35:00,1779363300,4511.6,4513.3,4509.0,4511.4,812.0
2026-05-21 19:40:00,1779363600,4511.4,4515.2,4511.2,4513.3,570.0
2026-05-21 19:45:00,1779363900,4513.1,4516.5,4512.6,4514.1,473.0
2026-05-21 19:50:00,1779364200,4514.4,4518.7,4513.8,4515.3,641.0
2026-05-21 19:55:00,1779364500,4515.3,4515.4,4511.8,4515.2,709.0
2026-05-21 20:00:00,1779364800,4515.3,4517.9,4515.1,4516.8,737.0
2026-05-21 20:05:00,1779365100,4516.6,4519.5,4514.6,4519.0,719.0
2026-05-21 20:10:00,1779365400,4518.9,4520.3,4514.6,4515.6,736.0
2026-05-21 20:15:00,1779365700,4515.7,4515.7,4510.3,4513.5,961.0
2026-05-21 20:20:00,1779366000,4513.5,4513.8,4506.7,4507.5,1842.0
2026-05-21 20:25:00,1779366300,4507.7,4509.0,4503.1,4507.4,1641.0
2026-05-21 20:30:00,1779366600,4507.7,4519.0,4505.9,4515.5,2657.0
2026-05-21 20:35:00,1779366900,4515.9,4517.9,4509.2,4512.8,2082.0
2026-05-21 20:40:00,1779367200,4513.1,4516.4,4511.0,4515.8,1135.0
2026-05-21 20:45:00,1779367500,4515.8,4519.5,4510.6,4511.1,1340.0
2026-05-21 20:50:00,1779367800,4511.0,4512.0,4507.8,4508.9,1246.0
2026-05-21 20:55:00,1779368100,4509.1,4510.6,4501.4,4505.1,2047.0
2026-05-21 21:00:00,1779368400,4504.9,4513.5,4499.8,4513.2,3024.0
2026-05-21 21:05:00,1779368700,4513.2,4513.8,4502.7,4505.7,1827.0
2026-05-21 21:10:00,1779369000,4505.6,4506.1,4501.5,4503.1,1534.0
2026-05-21 21:15:00,1779369300,4503.1,4506.5,4496.9,4500.1,2592.0
2026-05-21 21:20:00,1779369600,4499.9,4504.1,4497.4,4499.1,1429.0
2026-05-21 21:25:00,1779369900,4499.4,4502.3,4496.0,4502.0,1546.0
2026-05-21 21:30:00,1779370200,4502.2,4502.3,4490.6,4494.9,3453.0
2026-05-21 21:35:00,1779370500,4494.7,4497.0,4488.5,4492.7,3275.0
2026-05-21 21:40:00,1779370800,4492.8,4503.6,4492.4,4499.1,2543.0
2026-05-21 21:45:00,1779371100,4498.4,4504.7,4495.6,4500.8,2495.0
2026-05-21 21:50:00,1779371400,4500.7,4522.2,4500.2,4519.0,5205.0
2026-05-21 21:55:00,1779371700,4518.9,4522.0,4512.7,4514.6,2939.0
2026-05-21 22:00:00,1779372000,4514.3,4516.9,4506.6,4508.7,3865.0
2026-05-21 22:05:00,1779372300,4508.8,4512.0,4504.0,4506.7,2169.0
2026-05-21 22:10:00,1779372600,4506.5,4511.6,4504.9,4509.7,2185.0
2026-05-21 22:15:00,1779372900,4509.7,4510.9,4499.4,4503.1,2548.0
2026-05-21 22:20:00,1779373200,4503.2,4505.5,4498.7,4503.4,1705.0
